Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
496101,261,76000,115000,0,1,0,0,238,38.69731800766284,129,104,0,28,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4961.01, Allegheny County, Pennsylvania",1236,71,"list(list(c(1380869.60838768, 1382008.75320747, 1382718.57749227, 1383611.90895308, 1384706.43517957, 1386078.9807796, 1387723.69620685, 1388353.05477673, 1388693.29934195, 1390401.65484517, 1391063.21571245, 1391820.34638135, 1392367.21032612, 1392931.63773251, 1393412.29237655, 1394368.65891119, 1395084.23796699, 1396667.69221767, 1396930.1698533, 1397499.58810866, 1397752.59924226, 1399489.48293367, 1399816.9505613, 1399462.07122159, 1398981.08698201, 1398619.82660789, 1398679.47741741, 1398497.09754073, 
1397742.68325176, 1397021.5734835, 1397207.73175336, 1396994.09793102, 1395730.47226623, 1395236.64095772, 1393905.52573871, 1392222.5677543, 1391374.58037615, 1389320.85935704, 1389296.76558918, 1389214.86241372, 1388717.96738188, 1387055.3951742, 1386789.70265703, 1385999.99209882, 1385400.31364398, 1384391.49421822, 1384048.87642296, 1383720.80993159, 1383105.68733759, 1382211.24879955, 1381102.97898874, 1380869.60838768, 47891.332660362, 48176.7323992087, 48774.0032811915, 49908.082542658, 50212.1805490636, 
49626.8900288135, 50003.5165370068, 50373.269853947, 50501.4115008963, 49774.5539770415, 49799.9180008991, 50344.564808638, 50511.9267138005, 50139.842813556, 49014.9651873294, 47972.8206664407, 46873.3764136057, 46158.682606365, 46468.4606777468, 46596.0449295384, 45252.859548797, 42640.2634755113, 41879.5792970415, 40800.0152423598, 40283.2392526438, 40569.8386117957, 41548.4695081214, 40965.9868513891, 40789.8966750043, 40369.5814514706, 39787.1434093285, 39124.8629485727, 38556.3248431454, 38492.223217249, 
38905.786720843, 38567.9023715186, 38606.7216965016, 39801.7225185043, 39926.5825058061, 40808.3642026186, 41442.0563018449, 42946.0549422261, 43518.8281936712, 45747.9694591622, 45411.4519533271, 45335.2231173895, 45724.7388173056, 45573.0394736853, 44750.388746835, 46076.1349587609, 46961.3699522554, 47891.332660362)))",Single Family only
496102,322,74000,115000,1,2,1,0,285,39.93788819875776,159,137,0,26,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4961.02, Allegheny County, Pennsylvania",1831,90,"list(list(c(1372919.21044136, 1374351.34288633, 1373842.70141362, 1374349.99277869, 1373402.78573836, 1374022.46242754, 1374826.20718264, 1375695.28748094, 1375454.47917494, 1376428.78504864, 1377038.33307871, 1377943.65614843, 1379111.2527725, 1380869.60838768, 1381102.97898874, 1382211.24879955, 1383105.68733759, 1383720.80993159, 1384048.87642296, 1384391.49421822, 1385400.31364398, 1385999.99209882, 1386789.70265703, 1387055.3951742, 1388717.96738188, 1389214.86241372, 1389296.76558918, 1389320.85935704, 
1391374.58037615, 1392222.5677543, 1393905.52573871, 1395236.64095772, 1395730.47226623, 1396994.09793102, 1397207.73175336, 1397021.5734835, 1397742.68325176, 1398497.09754073, 1398679.47741741, 1398619.82660789, 1398981.08698201, 1397344.0683483, 1396635.60960586, 1395224.13623063, 1394749.71504845, 1394165.45970812, 1394136.55160361, 1394405.86806492, 1394805.59874802, 1397272.87224023, 1399075.44760627, 1399564.50270372, 1401126.43870913, 1400891.96297207, 1400566.25676297, 1391187.04945351, 
1384953.78627337, 1384520.78576926, 1384263.43806351, 1384148.65390665, 1383607.47125976, 1382268.17079682, 1381889.55632871, 1381060.03139477, 1380491.33723339, 1380447.38917235, 1379360.50629567, 1377986.72843971, 1376704.62982243, 1376444.27811361, 1376029.28424042, 1375725.58510772, 1374871.05498479, 1374591.97905681, 1374194.41377889, 1374492.66724324, 1374362.30202734, 1373352.57270329, 1372881.83167411, 1372919.21044136, 44880.1145908752, 46295.8151803798, 46556.8954836119, 47126.4746415025, 
48406.475936275, 48836.6032364507, 49533.7516882878, 48436.1363205692, 48155.5730637532, 47224.880976957, 47322.2092042431, 48225.4502944266, 47559.1224939558, 47891.332660362, 46961.3699522554, 46076.1349587609, 44750.388746835, 45573.0394736853, 45724.7388173056, 45335.2231173895, 45411.4519533271, 45747.9694591622, 43518.8281936712, 42946.0549422261, 41442.0563018449, 40808.3642026186, 39926.5825058061, 39801.7225185043, 38606.7216965016, 38567.9023715186, 38905.786720843, 38492.223217249, 38556.3248431454, 
39124.8629485727, 39787.1434093285, 40369.5814514706, 40789.8966750043, 40965.9868513891, 41548.4695081214, 40569.8386117957, 40283.2392526438, 38336.6410682994, 36294.1756382976, 34102.1905352129, 33930.1193064737, 32638.4797286535, 31997.7085124738, 31058.6469801908, 30646.7903352459, 29861.6360622749, 29444.8163695004, 29037.4976602386, 28897.656178581, 28774.5034384525, 28668.4383623367, 24784.0917841485, 22262.4860711521, 23274.8640747873, 24628.523826032, 25891.2683512139, 26446.3169663947, 
27499.625747391, 28211.5050822029, 29220.8138841083, 31154.3000636757, 32367.9600554503, 34235.35729865, 33657.2920867047, 33837.7097472105, 34235.5258480516, 35662.3908506054, 36147.6571106526, 37003.9938210311, 37466.8020686572, 39902.1276664882, 42300.3012403377, 43051.0342567895, 43941.8607973207, 44586.9081656169, 44880.1145908752)))",Single Family only
496200,367,75000,115000,0,2,1,0,321,41.30790190735695,160,175,0,32,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4962, Allegheny County, Pennsylvania",2412,137,"list(list(c(1385021.65320702, 1385858.37769847, 1386621.20643412, 1387057.10664233, 1388263.94796027, 1388490.87130127, 1387639.00013943, 1386105.83822041, 1385654.86460481, 1386766.13289023, 1386071.77903266, 1386294.49126717, 1386685.49005572, 1387289.05095993, 1388345.53357959, 1388873.49345588, 1389225.82951733, 1391235.19683296, 1391690.81888437, 1392346.35746454, 1393902.19030267, 1395913.47557799, 1396695.10843615, 1397871.05947136, 1398786.8479401, 1399482.13060603, 1399614.06058713, 1399210.90210589, 
1398304.04249498, 1395279.8195408, 1394802.24743276, 1394823.56869435, 1395179.78082052, 1395864.77541488, 1396325.57484825, 1396937.29026976, 1398637.18037409, 1400025.45463313, 1400487.65306236, 1402306.09890043, 1403269.35933176, 1403487.94628966, 1403536.28261226, 1403270.72499406, 1402712.35028654, 1401746.92177422, 1399104.69711276, 1397973.8989048, 1397674.05415353, 1397450.22603676, 1397499.58810866, 1396930.1698533, 1396667.69221767, 1395084.23796699, 1394368.65891119, 1393412.29237655, 
1392931.63773251, 1392367.21032612, 1391820.34638135, 1391063.21571245, 1390401.65484517, 1388693.29934195, 1388353.05477673, 1387723.69620685, 1386078.9807796, 1384706.43517957, 1385021.65320702, 50320.1012873169, 51821.9128637299, 52021.1126435832, 52425.0130939338, 54146.8788687999, 54927.2117535811, 55268.044778171, 56204.8227496344, 56608.2282284855, 58837.4660292352, 60809.1815002996, 60962.7171246881, 60284.8690009481, 60010.1094278983, 60017.5085290592, 60218.7706361163, 60426.4427855486, 
62073.4373826168, 62355.9410149348, 62599.4229268896, 62764.2625602702, 62584.9176818188, 62418.4261433647, 61997.3584226399, 61579.9339205113, 60588.2509561929, 59663.0633885117, 58704.1970503265, 57980.2713678917, 56761.3036511632, 55874.2469205778, 54574.8024721427, 53898.2888569006, 53010.2513764068, 52705.5776175491, 52739.5701364428, 54573.4624107577, 54429.2269625635, 54147.5613282064, 52543.1667531761, 51261.4066533171, 50774.4797099706, 50263.4721184751, 49721.1733404046, 49142.7260986818, 
48656.9323333468, 48810.5340520682, 48642.5870908248, 48427.3480542642, 47743.8059058883, 46596.0449295384, 46468.4606777468, 46158.682606365, 46873.3764136057, 47972.8206664407, 49014.9651873294, 50139.842813556, 50511.9267138005, 50344.564808638, 49799.9180008991, 49774.5539770415, 50501.4115008963, 50373.269853947, 50003.5165370068, 49626.8900288135, 50212.1805490636, 50320.1012873169)))",Single Family only
497000,38,54000,80000,0,0,0,0,34,40.26315789473684,19,17,0,2,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4970, Allegheny County, Pennsylvania",452,27,"list(list(c(1373970.41674157, 1375070.44135163, 1375982.00827503, 1376211.27045491, 1376666.33298535, 1377273.96354965, 1378124.27816276, 1378989.78346446, 1378810.23783461, 1379974.50055697, 1380049.3933973, 1380504.92116583, 1380720.92218648, 1380222.3011833, 1380623.89032169, 1381257.44257587, 1381886.10764686, 1382230.55071832, 1383562.57575211, 1385413.39529316, 1385456.80583635, 1386294.49126717, 1386071.77903266, 1386766.13289023, 1385654.86460481, 1386105.83822041, 1387639.00013943, 1388490.87130127, 
1388263.94796027, 1387057.10664233, 1386621.20643412, 1385858.37769847, 1385021.65320702, 1384706.43517957, 1383611.90895308, 1382718.57749227, 1382008.75320747, 1380869.60838768, 1379111.2527725, 1377943.65614843, 1377038.33307871, 1376428.78504864, 1375454.47917494, 1375695.28748094, 1374826.20718264, 1375265.29348842, 1376835.69374523, 1377524.58327158, 1377846.15044303, 1377912.37460106, 1377756.18140516, 1377584.27963323, 1377240.39816767, 1376250.414069, 1375302.30180491, 1374239.92094538, 
1373293.63927159, 1373970.41674157, 61348.9921533758, 60642.9332754096, 62089.7160707785, 62234.9809863511, 61644.6867379422, 61655.6797870037, 62909.0492298018, 62102.8456799488, 61730.7364670063, 61251.8552444058, 62481.9223757826, 62205.1311976884, 62586.2053676836, 62754.338389961, 63436.3124354328, 62679.9400814023, 62731.3568976759, 62233.5164017323, 61964.3127819116, 62994.7182121175, 62816.9054683961, 60962.7171246881, 60809.1815002996, 58837.4660292352, 56608.2282284855, 56204.8227496344, 
55268.044778171, 54927.2117535811, 54146.8788687999, 52425.0130939338, 52021.1126435832, 51821.9128637299, 50320.1012873169, 50212.1805490636, 49908.082542658, 48774.0032811915, 48176.7323992087, 47891.332660362, 47559.1224939558, 48225.4502944266, 47322.2092042431, 47224.880976957, 48155.5730637532, 48436.1363205692, 49533.7516882878, 49886.7064453919, 51415.4107665996, 52581.2467319698, 53542.136444433, 54812.5075101795, 55888.5886976297, 56538.6288613289, 57093.380205074, 58267.8932012383, 59166.6117244386, 
59727.4031506363, 60106.4269601089, 61348.9921533758)))",Single Family only
498000,120,56500,68500,1,0,0,0,103,44.583333333333336,63,48,0,9,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4980, Allegheny County, Pennsylvania",1168,44,"list(list(c(1376030.84846197, 1376726.81945396, 1376502.43567645, 1375976.19731743, 1376884.86102978, 1377406.35405764, 1378733.74363703, 1379446.02971464, 1379900.13396346, 1380200.59193954, 1380354.19298668, 1380762.37382137, 1381669.42668529, 1383831.58222848, 1384526.85793094, 1385413.39529316, 1383562.57575211, 1382230.55071832, 1381886.10764686, 1381257.44257587, 1380623.89032169, 1380222.3011833, 1380720.92218648, 1380504.92116583, 1380049.3933973, 1379974.50055697, 1378810.23783461, 1378989.78346446, 
1378124.27816276, 1377273.96354965, 1376666.33298535, 1376211.27045491, 1375982.00827503, 1376169.33522599, 1375567.43812337, 1376030.84846197, 64273.494094674, 65467.1830746073, 65701.5681796696, 66320.5836554985, 66771.377507001, 66504.9365532519, 66262.9084156489, 66452.5359561419, 66933.1237869589, 68285.9812872334, 68523.1495535666, 69170.3372269889, 67979.8011707717, 66149.1275884991, 65337.4074469719, 62994.7182121175, 61964.3127819116, 62233.5164017323, 62731.3568976759, 62679.9400814023, 
63436.3124354328, 62754.338389961, 62586.2053676836, 62205.1311976884, 62481.9223757826, 61251.8552444058, 61730.7364670063, 62102.8456799488, 62909.0492298018, 61655.6797870037, 61644.6867379422, 62234.9809863511, 62089.7160707785, 63209.4995003966, 63510.0133453257, 64273.494094674)))",Single Family only
499300,46,60000,63000,1,0,0,0,37,42.391304347826086,27,16,0,3,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4993, Allegheny County, Pennsylvania",780,93,"list(list(c(1369686.18373468, 1370231.92390849, 1370811.99996657, 1371383.06607264, 1372249.63569833, 1373186.72565646, 1373691.48012574, 1374234.261382, 1374451.1114187, 1373729.83769259, 1373363.34700296, 1373642.88937881, 1373575.63892377, 1373770.58066429, 1375976.19731743, 1376502.43567645, 1376726.81945396, 1376030.84846197, 1375279.86863694, 1374834.05662639, 1373410.46537731, 1373364.82877452, 1372843.22030169, 1372823.66117878, 1372216.05140111, 1371986.08162458, 1372015.92173163, 1371128.04729928, 
1370761.02289579, 1370736.10527944, 1369675.34729763, 1369686.18373468, 64849.1448933087, 67937.6051030925, 69263.749273863, 70171.7196721347, 71099.3718622775, 72378.8460636253, 72050.7750724575, 71703.5554309224, 71109.6054709596, 70313.877622265, 69385.1378508375, 68980.9795997785, 68832.4765667833, 67710.9478609784, 66320.5836554985, 65701.5681796696, 65467.1830746073, 64273.494094674, 64465.7829721408, 64997.5627112842, 64914.5193355254, 64624.7993025173, 65316.2995826951, 64817.4618124816, 
64826.9922946265, 66030.6776896556, 67193.320578888, 67191.5824030917, 67227.2725744133, 63663.026980486, 63703.524128176, 64849.1448933087)))",Single Family only
499400,47,55000,56000,0,1,2,0,38,45.319148936170215,25,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4994, Allegheny County, Pennsylvania",1253,132,"list(list(c(1369675.34729763, 1370736.10527944, 1370761.02289579, 1371128.04729928, 1372015.92173163, 1371986.08162458, 1372216.05140111, 1372823.66117878, 1372843.22030169, 1373364.82877452, 1373410.46537731, 1374834.05662639, 1375279.86863694, 1376030.84846197, 1375567.43812337, 1376169.33522599, 1375982.00827503, 1375070.44135163, 1373970.41674157, 1373293.63927159, 1371302.21243329, 1370320.70506301, 1369873.92791412, 1369675.34729763, 63703.524128176, 63663.026980486, 67227.2725744133, 67191.5824030917, 
67193.320578888, 66030.6776896556, 64826.9922946265, 64817.4618124816, 65316.2995826951, 64624.7993025173, 64914.5193355254, 64997.5627112842, 64465.7829721408, 64273.494094674, 63510.0133453257, 63209.4995003966, 62089.7160707785, 60642.9332754096, 61348.9921533758, 60106.4269601089, 61331.0008354867, 62468.7452289607, 63195.2689543254, 63703.524128176)))",Single Family only
500300,133,51000,58000,1,0,2,1,115,39.32330827067669,77,47,0,9,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5003, Allegheny County, Pennsylvania",1742,105,"list(list(c(1373363.34700296, 1373729.83769259, 1374451.1114187, 1375503.13173334, 1377225.96269451, 1377585.73459142, 1378046.20108477, 1378431.42225206, 1378939.52020973, 1379876.79657389, 1380028.05756465, 1380762.37382137, 1380354.19298668, 1380200.59193954, 1379900.13396346, 1379446.02971464, 1378733.74363703, 1377406.35405764, 1376884.86102978, 1375976.19731743, 1373770.58066429, 1373575.63892377, 1373642.88937881, 1373363.34700296, 69385.1378508375, 70313.877622265, 71109.6054709596, 72145.7912872224, 
73681.6603188632, 73718.0433013822, 72022.949486004, 71182.9153705534, 70599.7495682781, 69899.7028189685, 69743.6691151146, 69170.3372269889, 68523.1495535666, 68285.9812872334, 66933.1237869589, 66452.5359561419, 66262.9084156489, 66504.9365532519, 66771.377507001, 66320.5836554985, 67710.9478609784, 68832.4765667833, 68980.9795997785, 69385.1378508375)))",Single Family only
501000,25,42000,61000,0,0,2,0,19,47.2,13,10,0,2,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5010, Allegheny County, Pennsylvania",802,37,"list(list(c(1385413.39529316, 1385869.43106365, 1386529.85519422, 1387702.75548328, 1387998.35197512, 1389255.5446519, 1390283.17664193, 1391235.19683296, 1389225.82951733, 1388873.49345588, 1388345.53357959, 1387289.05095993, 1386685.49005572, 1386294.49126717, 1385456.80583635, 1385413.39529316, 62994.7182121175, 63164.8486638903, 63458.7159850515, 64450.2409142072, 63158.404280391, 62967.8509340215, 63896.2880610772, 62073.4373826168, 60426.4427855486, 60218.7706361163, 60017.5085290592, 60010.1094278983, 
60284.8690009481, 60962.7171246881, 62816.9054683961, 62994.7182121175)))",Single Family only
503002,383,62000,95000,0,1,10,1,343,43.89033942558747,198,168,0,17,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5030.02, Allegheny County, Pennsylvania",2735,118,"list(list(c(1388247.85144811, 1388980.14276803, 1389054.46022262, 1389335.58531852, 1391880.20846585, 1393537.37653697, 1393438.60841259, 1393766.85633797, 1394460.92519078, 1394786.91651921, 1394926.90916972, 1395631.48556481, 1396361.67401269, 1397147.83805352, 1396957.73235636, 1397355.42142412, 1396162.68045941, 1395367.97609225, 1394554.30073763, 1394359.15814126, 1393206.70644834, 1392190.60746665, 1391835.236437, 1391453.17052778, 1391360.6638547, 1391328.13845936, 1391738.86920273, 1391719.91640927, 
1391705.78406036, 1390976.2484502, 1389651.97254215, 1389068.90104688, 1388439.2556133, 1388830.60475008, 1389771.71441204, 1390325.67741716, 1388994.50652539, 1388326.92214733, 1388247.85144811, 76703.0657953696, 77591.1525564001, 77829.911344198, 77810.7712885973, 77614.6223480452, 77579.457036425, 77459.3524939002, 77440.2347504758, 76320.8662612945, 76170.9761333713, 75526.9320590764, 74422.6565368128, 73902.02087123, 73683.3112526171, 72779.220003325, 71331.6579651398, 69930.8687093318, 69348.3667860477, 
69048.7965328869, 68923.324903646, 67493.2873462526, 65845.0141957743, 65435.8277534328, 66442.848256074, 67170.3352771817, 69298.1017402257, 69376.4846426771, 70182.3933924402, 71423.3513980909, 71772.45280997, 71844.6279087678, 71822.9000177568, 73007.9407431963, 74429.4099114951, 74489.1937190131, 75242.3755378319, 76250.3248643326, 76536.0644380349, 76703.0657953696)))",Single Family only
504100,150,53000,65000,0,1,17,0,114,44,77,66,0,7,0,1,4205000,1,0,0,0,0,"Census Tract 5041, Allegheny County, Pennsylvania",2337,173,"list(list(c(1382943.97634691, 1382731.27380289, 1382892.82551624, 1384478.22694375, 1384971.04943197, 1386956.20926183, 1387276.71483021, 1387351.48453113, 1388200.58267313, 1389123.28454215, 1389131.111409, 1388972.03278149, 1389809.11674392, 1389830.20112397, 1390128.47645519, 1390746.19379614, 1392354.14583209, 1393004.80808764, 1393099.02626064, 1393828.15247591, 1393447.18217262, 1393427.65952931, 1394197.17195158, 1394083.70329812, 1393698.61063557, 1392899.91663473, 1392688.253384, 1393456.1761484, 
1392955.45504137, 1392645.96857488, 1392052.12399335, 1390945.70124073, 1389944.12348577, 1389335.58531852, 1389054.46022262, 1388703.07547526, 1387946.28662932, 1387662.01196037, 1387140.49225997, 1387099.35398074, 1386554.8960717, 1385869.30848082, 1384188.424938, 1382519.66206628, 1382943.97634691, 88554.4286783281, 89480.9488709655, 90051.7800084144, 89791.7494379481, 89498.4592471898, 88687.7039762113, 88943.4828139852, 89375.0226858939, 90591.5516947789, 91372.6350650058, 91733.2602132032, 
91803.7778305713, 93107.0234453012, 93521.2699047249, 93492.9763055656, 93075.4452226561, 92109.0727478492, 91329.2734265409, 90700.1605752954, 90123.3373128959, 89291.2516757664, 88180.124705514, 87001.7271646155, 86520.066024255, 86277.0345240232, 84994.2372817867, 84089.9671659551, 83518.7702381441, 80755.7298988277, 80379.3396670319, 80026.1450508823, 79502.6336060811, 78249.5617493369, 77810.7712885973, 77829.911344198, 78208.641984241, 78399.5903488583, 77963.2475594872, 79263.8076852065, 80911.7933873706, 
82990.6770535023, 84184.0641198245, 86213.939452287, 87882.097919928, 88554.4286783281)))",Single Family and Multi Family
507000,74,53500,61500,2,1,5,0,56,37.567567567567565,38,32,0,4,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5070, Allegheny County, Pennsylvania",989,65,"list(list(c(1392899.91663473, 1393698.61063557, 1394083.70329812, 1394197.17195158, 1396723.35500796, 1397864.56128874, 1397838.0390578, 1396191.72930775, 1395671.51941992, 1395976.87705849, 1395388.86522433, 1394411.20684776, 1393794.64866686, 1393456.1761484, 1392688.253384, 1392899.91663473, 84994.2372817867, 86277.0345240232, 86520.066024255, 87001.7271646155, 88666.3221954983, 88351.014433341, 86829.3130120823, 86085.0984057478, 85644.0617428308, 85205.2972028054, 84304.473297093, 84800.0530968242, 
84388.6823453569, 83518.7702381441, 84089.9671659551, 84994.2372817867)))",Single Family only
508000,30,45000,44500,0,1,2,0,22,44.333333333333336,22,7,0,1,0,1,2275000,0,0,0,1,0,"Census Tract 5080, Allegheny County, Pennsylvania",871,89,"list(list(c(1392812.835184, 1393354.93550283, 1393739.89574968, 1394940.522825, 1395695.45165624, 1395995.01850788, 1396290.98562817, 1396229.79220464, 1397063.42057398, 1397065.81027883, 1396203.09966398, 1396082.52069424, 1396140.93767956, 1396441.43388116, 1396723.35500796, 1394197.17195158, 1393427.65952931, 1393447.18217262, 1393828.15247591, 1393099.02626064, 1393004.80808764, 1392354.14583209, 1392812.835184, 92742.1140509371, 92305.6822861821, 92242.9301765171, 90755.7964984368, 90653.6670877546, 
91312.050129775, 91232.13566526, 90637.7032042435, 90011.1212072429, 89641.5071517685, 89700.5929450541, 89527.7866199297, 89464.8074153139, 89104.8861069578, 88666.3221954983, 87001.7271646155, 88180.124705514, 89291.2516757664, 90123.3373128959, 90700.1605752954, 91329.2734265409, 92109.0727478492, 92742.1140509371)))",Single Family and Multi Family
509400,75,58000,52000,0,3,18,0,47,41.333333333333336,46,25,0,4,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5094, Allegheny County, Pennsylvania",2347,196,"list(list(c(1388287.19192902, 1388309.61569533, 1388999.97645983, 1389956.11116559, 1390204.79489354, 1390761.66439556, 1390964.10917484, 1391756.4698472, 1391590.07299914, 1392498.85507673, 1393839.72465787, 1394428.24721938, 1394695.55728645, 1394221.0558783, 1394915.91197214, 1394543.92225317, 1394298.43676864, 1393271.0278601, 1393933.95123029, 1394269.8682267, 1393997.09009865, 1393354.93550283, 1392812.835184, 1392354.14583209, 1390746.19379614, 1390128.47645519, 1389830.20112397, 1389809.11674392, 
1388972.03278149, 1388142.46885279, 1388287.19192902, 93936.6500116527, 95216.0858570324, 95853.687121356, 95622.2597323773, 97012.1641799954, 96477.2783308616, 97520.6054822902, 98049.4178125048, 97859.1433531091, 97537.1056863748, 98465.8167035214, 98357.7682420977, 97814.9278387084, 96874.6316987723, 96257.8358695572, 95949.9753870555, 95386.1758056393, 93927.6904521853, 93862.3214743555, 93074.7501523054, 92711.6883225253, 92305.6822861821, 92742.1140509371, 92109.0727478492, 93075.4452226561, 
93492.9763055656, 93521.2699047249, 93107.0234453012, 91803.7778305713, 92194.743363325, 93936.6500116527)))",Single Family only
510000,21,68000,45000,0,0,3,0,14,39.04761904761905,12,8,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5100, Allegheny County, Pennsylvania",800,111,"list(list(c(1384540.14472217, 1385125.5611725, 1386248.26818083, 1386596.13283935, 1386923.97963536, 1386971.43040741, 1387195.31519385, 1388287.19192902, 1388142.46885279, 1388972.03278149, 1389131.111409, 1389123.28454215, 1388200.58267313, 1387351.48453113, 1387276.71483021, 1386956.20926183, 1384971.04943197, 1384478.22694375, 1384540.14472217, 89886.1032151613, 91289.6841391662, 91695.8966456167, 91966.6766421847, 92181.8175288984, 92682.1681560458, 92919.5000916855, 93936.6500116527, 92194.743363325, 
91803.7778305713, 91733.2602132032, 91372.6350650058, 90591.5516947789, 89375.0226858939, 88943.4828139852, 88687.7039762113, 89498.4592471898, 89791.7494379481, 89886.1032151613)))",Single Family only
512000,34,58000,45000,0,0,8,1,20,40.88235294117647,20,13,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5120, Allegheny County, Pennsylvania",1179,127,"list(list(c(1383178.02186592, 1383966.4591203, 1385313.86921837, 1385552.82448894, 1385898.9189749, 1386718.59386047, 1386910.02771803, 1387195.31519385, 1386971.43040741, 1386923.97963536, 1386596.13283935, 1386248.26818083, 1385125.5611725, 1384540.14472217, 1384121.95600253, 1384839.82663024, 1384622.60842936, 1384300.46059133, 1383348.89682782, 1382831.71047358, 1383178.02186592, 95693.9839112548, 96372.7987008123, 96529.6930724148, 95466.6210765779, 95020.1780995273, 94143.9127145538, 93914.060123516, 
92919.5000916855, 92682.1681560458, 92181.8175288984, 91966.6766421847, 91695.8966456167, 91289.6841391662, 89886.1032151613, 90130.9433174843, 91733.5836792036, 92728.3482575385, 93128.672164256, 93573.7852001908, 94133.028989086, 95693.9839112548)))",Single Family only
512800,8,52500,38000,0,0,4,0,4,38.75,6,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5128, Allegheny County, Pennsylvania",689,87,"list(list(c(1379349.75476764, 1380015.79442758, 1380144.24957169, 1381630.91148423, 1381225.35852269, 1382851.5286545, 1383178.02186592, 1382831.71047358, 1383348.89682782, 1384300.46059133, 1384622.60842936, 1384839.82663024, 1384121.95600253, 1384540.14472217, 1384478.22694375, 1382892.82551624, 1382731.27380289, 1382943.97634691, 1382519.66206628, 1382243.34849567, 1379598.73743504, 1380596.92190594, 1381139.96223549, 1379581.38680053, 1379349.75476764, 94025.040555809, 94328.0464122052, 94420.0364172691, 
95324.483810454, 95453.8997707994, 95396.493785835, 95693.9839112548, 94133.028989086, 93573.7852001908, 93128.672164256, 92728.3482575385, 91733.5836792036, 90130.9433174843, 89886.1032151613, 89791.7494379481, 90051.7800084144, 89480.9488709655, 88554.4286783281, 87882.097919928, 88048.4454624583, 89387.7503903191, 90805.2089270328, 91569.7379090185, 93093.6520485386, 94025.040555809)))",Single Family only
512900,3,45000,34000,0,0,2,0,1,36.666666666666664,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5129, Allegheny County, Pennsylvania",499,67,"list(list(c(1377608.83679333, 1378112.84642243, 1378287.84705695, 1379654.92895291, 1380581.14600086, 1380738.39808082, 1381225.35852269, 1381630.91148423, 1380144.24957169, 1380015.79442758, 1379349.75476764, 1379355.77559623, 1379183.00617836, 1377759.55848383, 1377608.83679333, 96862.3240203112, 97239.9521899822, 97355.9402520865, 96356.3321229215, 96444.1639461437, 95466.4926206117, 95453.8997707994, 95324.483810454, 94420.0364172691, 94328.0464122052, 94025.040555809, 94716.2759846649, 95091.1541791316, 
96521.5044139062, 96862.3240203112)))",Single Family only
513800,5,60000,50000,0,0,1,0,2,42,1,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5138, Allegheny County, Pennsylvania",789,102,"list(list(c(1375461.49200701, 1376580.25841701, 1376810.90660573, 1377081.82826682, 1377759.55848383, 1379183.00617836, 1379355.77559623, 1379349.75476764, 1379581.38680053, 1381139.96223549, 1380596.92190594, 1379598.73743504, 1377946.46216841, 1376219.76150381, 1375461.49200701, 93870.685531968, 94817.4074689246, 95020.2194850897, 95468.0575333179, 96521.5044139062, 95091.1541791316, 94716.2759846649, 94025.040555809, 93093.6520485386, 91569.7379090185, 90805.2089270328, 89387.7503903191, 90888.1813388691, 
93116.5663368984, 93870.685531968)))",Single Family only
514000,9,63000,55000,0,0,5,0,3,34.44444444444444,6,1,0,2,0,1,1947000,0,1,0,0,0,"Census Tract 5140, Allegheny County, Pennsylvania",912,71,"list(list(c(1373102.84381944, 1372959.56806331, 1373372.63845325, 1373420.49552256, 1374768.38114697, 1376308.02762874, 1377184.15607286, 1377608.83679333, 1377759.55848383, 1377081.82826682, 1376810.90660573, 1376580.25841701, 1375461.49200701, 1374956.82746944, 1374076.22450858, 1372405.04301857, 1373102.84381944, 97758.2157654593, 97867.448264112, 98508.5446239137, 98494.971735973, 98128.9897370292, 97493.4100322741, 97186.9001641521, 96862.3240203112, 96521.5044139062, 95468.0575333179, 95020.2194850897, 
94817.4074689246, 93870.685531968, 94342.6882140715, 95002.1877801022, 96226.8516961574, 97758.2157654593)))",Single Family and Multi Family
